name_1,name_2
F#_aug_5_41_Viola,D_aug_6_41_Viola
F#_aug_5_41_Viola,A#_aug_64_41_Viola
E_aug_64_73_Flute,G#_aug_6_73_Flute
G_aug_5_87_Bass_Lead,B_aug_64_87_Bass_Lead
G_aug_5_87_Bass_Lead,D#_aug_6_87_Bass_Lead
C#_aug_5_43_Contrabass,A_aug_6_43_Contrabass
C_aug_64_61_Brass_Section,G#_aug_5_61_Brass_Section
C_aug_64_61_Brass_Section,E_aug_6_61_Brass_Section
B_aug_6_94_Halo_Pad,D#_aug_5_94_Halo_Pad
D_aug_5_36_Slap_Bass_1,A#_aug_6_36_Slap_Bass_1
G_aug_5_108_Kalimba,B_aug_64_108_Kalimba
G_aug_5_108_Kalimba,D#_aug_6_108_Kalimba
F#_aug_6_28_Electric_Muted_Guitar,D_aug_64_28_Electric_Muted_Guitar
D#_aug_64_51_Synth_Strings_2,G_aug_6_51_Synth_Strings_2
A#_aug_6_84_Charang_Lead,D_aug_5_84_Charang_Lead
E_aug_6_71_Clarinet,G#_aug_5_71_Clarinet
G_aug_6_25_Acoustic_Steel_Guitar,D#_aug_64_25_Acoustic_Steel_Guitar
E_aug_6_3_Honky-tonk_Piano,G#_aug_5_3_Honky-tonk_Piano
G#_aug_6_0_Acoustic_Grand_Piano,E_aug_64_0_Acoustic_Grand_Piano
E_aug_5_81_Sawtooth_Wave_Lead,C_aug_6_81_Sawtooth_Wave_Lead
E_aug_6_72_Piccolo,C_aug_64_72_Piccolo
F#_aug_5_73_Flute,A#_aug_64_73_Flute
F#_aug_5_73_Flute,D_aug_6_73_Flute
C_aug_6_75_Pan_Flute,E_aug_5_75_Pan_Flute
A#_aug_64_13_Xylophone,D_aug_6_13_Xylophone
A#_aug_64_13_Xylophone,F#_aug_5_13_Xylophone
G_aug_5_75_Pan_Flute,D#_aug_6_75_Pan_Flute
G_aug_5_75_Pan_Flute,B_aug_64_75_Pan_Flute
B_aug_64_108_Kalimba,D#_aug_6_108_Kalimba
D#_aug_5_17_Percussive_Organ,B_aug_6_17_Percussive_Organ
G#_aug_5_56_Trumpet,E_aug_6_56_Trumpet
G#_aug_5_56_Trumpet,C_aug_64_56_Trumpet
D#_aug_6_104_Sitar,G_aug_5_104_Sitar
D#_aug_6_104_Sitar,B_aug_64_104_Sitar
D#_aug_5_84_Charang_Lead,B_aug_6_84_Charang_Lead
A#_aug_64_59_Muted_Trumpet,D_aug_6_59_Muted_Trumpet
A#_aug_64_59_Muted_Trumpet,F#_aug_5_59_Muted_Trumpet
A#_aug_6_88_New_Age_Pad,D_aug_5_88_New_Age_Pad
D#_aug_5_72_Piccolo,B_aug_6_72_Piccolo
C#_aug_64_15_Dulcimer,F_aug_6_15_Dulcimer
E_aug_64_60_French_Horn,G#_aug_6_60_French_Horn
B_aug_64_89_Warm_Pad,G_aug_5_89_Warm_Pad
A_aug_64_106_Shamisen,C#_aug_6_106_Shamisen
A_aug_64_106_Shamisen,F_aug_5_106_Shamisen
A#_aug_64_69_English_Horn,D_aug_6_69_English_Horn
A#_aug_64_69_English_Horn,F#_aug_5_69_English_Horn
F#_aug_5_2_Electric_Grand_Piano,D_aug_6_2_Electric_Grand_Piano
F#_aug_5_2_Electric_Grand_Piano,A#_aug_64_2_Electric_Grand_Piano
E_aug_5_51_Synth_Strings_2,C_aug_6_51_Synth_Strings_2
A_aug_64_66_Tenor_Sax,C#_aug_6_66_Tenor_Sax
A_aug_64_66_Tenor_Sax,F_aug_5_66_Tenor_Sax
C_aug_64_36_Slap_Bass_1,G#_aug_5_36_Slap_Bass_1
C_aug_64_36_Slap_Bass_1,E_aug_6_36_Slap_Bass_1
D#_aug_64_61_Brass_Section,G_aug_6_61_Brass_Section
G#_aug_5_30_Distortion_Guitar,E_aug_6_30_Distortion_Guitar
G#_aug_5_30_Distortion_Guitar,C_aug_64_30_Distortion_Guitar
A#_aug_64_16_Hammond_Organ,D_aug_6_16_Hammond_Organ
A#_aug_64_16_Hammond_Organ,F#_aug_5_16_Hammond_Organ
A#_aug_64_29_Overdriven_Guitar,F#_aug_5_29_Overdriven_Guitar
E_aug_5_33_Fingered_Electric_Bass,C_aug_6_33_Fingered_Electric_Bass
C_aug_6_11_Vibraphone,E_aug_5_11_Vibraphone
E_aug_64_20_Reed_Organ,G#_aug_6_20_Reed_Organ
D#_aug_5_92_Bowed_Pad,B_aug_6_92_Bowed_Pad
F#_aug_5_34_Plucked_Electric_Bass,D_aug_6_34_Plucked_Electric_Bass
F#_aug_5_34_Plucked_Electric_Bass,A#_aug_64_34_Plucked_Electric_Bass
D#_aug_64_29_Overdriven_Guitar,G_aug_6_29_Overdriven_Guitar
G_aug_6_72_Piccolo,D#_aug_64_72_Piccolo
A#_aug_64_17_Percussive_Organ,F#_aug_5_17_Percussive_Organ
D_aug_64_13_Xylophone,F#_aug_6_13_Xylophone
A_aug_6_4_Rhodes_Piano,C#_aug_5_4_Rhodes_Piano
C#_aug_6_82_Calliope_Lead,A_aug_64_82_Calliope_Lead
C#_aug_6_82_Calliope_Lead,F_aug_5_82_Calliope_Lead
C_aug_6_25_Acoustic_Steel_Guitar,E_aug_5_25_Acoustic_Steel_Guitar
A_aug_6_35_Fretless_Bass,C#_aug_5_35_Fretless_Bass
B_aug_6_37_Slap_Bass_2,D#_aug_5_37_Slap_Bass_2
G#_aug_5_1_Bright_Acoustic_Piano,C_aug_64_1_Bright_Acoustic_Piano
G#_aug_5_1_Bright_Acoustic_Piano,E_aug_6_1_Bright_Acoustic_Piano
F_aug_5_50_Synth_Strings_1,A_aug_64_50_Synth_Strings_1
F_aug_5_50_Synth_Strings_1,C#_aug_6_50_Synth_Strings_1
F#_aug_5_25_Acoustic_Steel_Guitar,A#_aug_64_25_Acoustic_Steel_Guitar
F#_aug_5_25_Acoustic_Steel_Guitar,D_aug_6_25_Acoustic_Steel_Guitar
C#_aug_6_88_New_Age_Pad,A_aug_64_88_New_Age_Pad
C#_aug_6_88_New_Age_Pad,F_aug_5_88_New_Age_Pad
D_aug_5_69_English_Horn,A#_aug_6_69_English_Horn
C_aug_64_15_Dulcimer,E_aug_6_15_Dulcimer
C_aug_64_15_Dulcimer,G#_aug_5_15_Dulcimer
B_aug_64_40_Violin,D#_aug_6_40_Violin
C#_aug_64_37_Slap_Bass_2,F_aug_6_37_Slap_Bass_2
D_aug_64_104_Sitar,F#_aug_6_104_Sitar
B_aug_6_42_Cello,D#_aug_5_42_Cello
D_aug_6_80_Square_Wave_Lead,F#_aug_5_80_Square_Wave_Lead
D_aug_6_80_Square_Wave_Lead,A#_aug_64_80_Square_Wave_Lead
C#_aug_5_92_Bowed_Pad,A_aug_6_92_Bowed_Pad
C#_aug_6_69_English_Horn,A_aug_64_69_English_Horn
C#_aug_6_69_English_Horn,F_aug_5_69_English_Horn
F_aug_6_43_Contrabass,C#_aug_64_43_Contrabass
F#_aug_5_74_Recorder,D_aug_6_74_Recorder
F#_aug_5_74_Recorder,A#_aug_64_74_Recorder
C_aug_6_5_Chorused_Piano,E_aug_5_5_Chorused_Piano
F#_aug_5_79_Ocarina,D_aug_6_79_Ocarina
F#_aug_5_79_Ocarina,A#_aug_64_79_Ocarina
C_aug_64_105_Banjo,E_aug_6_105_Banjo
C_aug_64_105_Banjo,G#_aug_5_105_Banjo
E_aug_5_17_Percussive_Organ,C_aug_6_17_Percussive_Organ
C#_aug_5_89_Warm_Pad,A_aug_6_89_Warm_Pad
G#_aug_5_16_Hammond_Organ,C_aug_64_16_Hammond_Organ
D#_aug_5_111_Shanai,B_aug_6_111_Shanai
E_aug_5_38_Synth_Bass_1,C_aug_6_38_Synth_Bass_1
"C#_aug_6_52_Choir_""Aah""","F_aug_5_52_Choir_""Aah"""
"C#_aug_6_52_Choir_""Aah""","A_aug_64_52_Choir_""Aah"""
B_aug_64_26_Electric_Jazz_Guitar,G_aug_5_26_Electric_Jazz_Guitar
B_aug_64_26_Electric_Jazz_Guitar,D#_aug_6_26_Electric_Jazz_Guitar
A#_aug_64_73_Flute,D_aug_6_73_Flute
C#_aug_6_81_Sawtooth_Wave_Lead,A_aug_64_81_Sawtooth_Wave_Lead
C#_aug_6_81_Sawtooth_Wave_Lead,F_aug_5_81_Sawtooth_Wave_Lead
B_aug_6_27_Electric_Clean_Guitar,D#_aug_5_27_Electric_Clean_Guitar
C#_aug_64_93_Metallic_Pad,F_aug_6_93_Metallic_Pad
A_aug_64_49_String_Ensemble_2,C#_aug_6_49_String_Ensemble_2
A_aug_64_49_String_Ensemble_2,F_aug_5_49_String_Ensemble_2
F#_aug_5_110_Fiddle,A#_aug_64_110_Fiddle
F#_aug_5_110_Fiddle,D_aug_6_110_Fiddle
B_aug_6_43_Contrabass,D#_aug_5_43_Contrabass
A_aug_6_50_Synth_Strings_1,C#_aug_5_50_Synth_Strings_1
G_aug_5_73_Flute,D#_aug_6_73_Flute
G_aug_5_73_Flute,B_aug_64_73_Flute
F#_aug_6_81_Sawtooth_Wave_Lead,D_aug_64_81_Sawtooth_Wave_Lead
C#_aug_64_76_Bottle_Blow,F_aug_6_76_Bottle_Blow
D_aug_64_45_Pizzicato_Strings,F#_aug_6_45_Pizzicato_Strings
F#_aug_6_32_Acoustic_Bass,D_aug_64_32_Acoustic_Bass
D#_aug_5_44_Tremolo_Strings,B_aug_6_44_Tremolo_Strings
E_aug_64_43_Contrabass,G#_aug_6_43_Contrabass
B_aug_6_73_Flute,D#_aug_5_73_Flute
C#_aug_6_2_Electric_Grand_Piano,A_aug_64_2_Electric_Grand_Piano
D_aug_64_110_Fiddle,F#_aug_6_110_Fiddle
D_aug_64_43_Contrabass,F#_aug_6_43_Contrabass
G#_aug_5_57_Trombone,C_aug_64_57_Trombone
G#_aug_5_57_Trombone,E_aug_6_57_Trombone
F_aug_6_59_Muted_Trumpet,C#_aug_64_59_Muted_Trumpet
A#_aug_6_1_Bright_Acoustic_Piano,D_aug_5_1_Bright_Acoustic_Piano
D#_aug_6_41_Viola,G_aug_5_41_Viola
G_aug_5_94_Halo_Pad,D#_aug_6_94_Halo_Pad
G_aug_5_94_Halo_Pad,B_aug_64_94_Halo_Pad
E_aug_64_83_Chiff_Lead,G#_aug_6_83_Chiff_Lead
G_aug_6_20_Reed_Organ,D#_aug_64_20_Reed_Organ
D#_aug_64_70_Bassoon,G_aug_6_70_Bassoon
D_aug_6_74_Recorder,A#_aug_64_74_Recorder
A_aug_64_80_Square_Wave_Lead,F_aug_5_80_Square_Wave_Lead
C#_aug_64_80_Square_Wave_Lead,F_aug_6_80_Square_Wave_Lead
A#_aug_64_46_Orchestral_Harp,D_aug_6_46_Orchestral_Harp
A#_aug_64_46_Orchestral_Harp,F#_aug_5_46_Orchestral_Harp
E_aug_5_18_Rock_Organ,C_aug_6_18_Rock_Organ
F_aug_5_65_Alto_Sax,A_aug_64_65_Alto_Sax
F_aug_5_65_Alto_Sax,C#_aug_6_65_Alto_Sax
D_aug_64_93_Metallic_Pad,F#_aug_6_93_Metallic_Pad
F_aug_6_7_Clavinet,C#_aug_64_7_Clavinet
A_aug_64_41_Viola,F_aug_5_41_Viola
A_aug_64_41_Viola,C#_aug_6_41_Viola
E_aug_6_28_Electric_Muted_Guitar,C_aug_64_28_Electric_Muted_Guitar
E_aug_6_28_Electric_Muted_Guitar,G#_aug_5_28_Electric_Muted_Guitar
D_aug_6_69_English_Horn,F#_aug_5_69_English_Horn
E_aug_64_44_Tremolo_Strings,G#_aug_6_44_Tremolo_Strings
A_aug_64_90_Polysynth_Pad,F_aug_5_90_Polysynth_Pad
A_aug_64_90_Polysynth_Pad,C#_aug_6_90_Polysynth_Pad
D#_aug_64_94_Halo_Pad,G_aug_6_94_Halo_Pad
F_aug_5_95_Sweep_Pad,A_aug_64_95_Sweep_Pad
F_aug_5_95_Sweep_Pad,C#_aug_6_95_Sweep_Pad
D#_aug_64_7_Clavinet,G_aug_6_7_Clavinet
F#_aug_5_56_Trumpet,A#_aug_64_56_Trumpet
F#_aug_5_56_Trumpet,D_aug_6_56_Trumpet
F_aug_6_105_Banjo,C#_aug_64_105_Banjo
G#_aug_5_37_Slap_Bass_2,C_aug_64_37_Slap_Bass_2
G#_aug_5_37_Slap_Bass_2,E_aug_6_37_Slap_Bass_2
D_aug_64_25_Acoustic_Steel_Guitar,F#_aug_6_25_Acoustic_Steel_Guitar
D#_aug_6_4_Rhodes_Piano,B_aug_64_4_Rhodes_Piano
D#_aug_6_4_Rhodes_Piano,G_aug_5_4_Rhodes_Piano
D_aug_6_44_Tremolo_Strings,F#_aug_5_44_Tremolo_Strings
D_aug_6_44_Tremolo_Strings,A#_aug_64_44_Tremolo_Strings
D#_aug_64_54_Synth_Voice,G_aug_6_54_Synth_Voice
A_aug_64_42_Cello,C#_aug_6_42_Cello
A_aug_64_42_Cello,F_aug_5_42_Cello
D_aug_64_15_Dulcimer,F#_aug_6_15_Dulcimer
E_aug_64_105_Banjo,G#_aug_6_105_Banjo
D#_aug_64_75_Pan_Flute,G_aug_6_75_Pan_Flute
D#_aug_6_15_Dulcimer,B_aug_64_15_Dulcimer
D#_aug_6_15_Dulcimer,G_aug_5_15_Dulcimer
G_aug_5_109_Bagpipe,B_aug_64_109_Bagpipe
G_aug_5_109_Bagpipe,D#_aug_6_109_Bagpipe
D#_aug_64_73_Flute,G_aug_6_73_Flute
B_aug_64_62_Synth_Brass_1,G_aug_5_62_Synth_Brass_1
A_aug_6_74_Recorder,C#_aug_5_74_Recorder
G_aug_6_1_Bright_Acoustic_Piano,D#_aug_64_1_Bright_Acoustic_Piano
F#_aug_5_64_Soprano_Sax,D_aug_6_64_Soprano_Sax
F#_aug_5_64_Soprano_Sax,A#_aug_64_64_Soprano_Sax
A_aug_64_71_Clarinet,F_aug_5_71_Clarinet
A_aug_64_71_Clarinet,C#_aug_6_71_Clarinet
F_aug_5_87_Bass_Lead,A_aug_64_87_Bass_Lead
D_aug_6_51_Synth_Strings_2,A#_aug_64_51_Synth_Strings_2
D_aug_6_51_Synth_Strings_2,F#_aug_5_51_Synth_Strings_2
D#_aug_6_1_Bright_Acoustic_Piano,G_aug_5_1_Bright_Acoustic_Piano
E_aug_5_104_Sitar,C_aug_6_104_Sitar
E_aug_5_62_Synth_Brass_1,C_aug_6_62_Synth_Brass_1
C#_aug_5_46_Orchestral_Harp,A_aug_6_46_Orchestral_Harp
D_aug_64_16_Hammond_Organ,F#_aug_6_16_Hammond_Organ
D_aug_5_27_Electric_Clean_Guitar,A#_aug_6_27_Electric_Clean_Guitar
B_aug_64_6_Harpsichord,G_aug_5_6_Harpsichord
B_aug_64_51_Synth_Strings_2,D#_aug_6_51_Synth_Strings_2
B_aug_64_51_Synth_Strings_2,G_aug_5_51_Synth_Strings_2
F#_aug_5_92_Bowed_Pad,D_aug_6_92_Bowed_Pad
B_aug_6_50_Synth_Strings_1,D#_aug_5_50_Synth_Strings_1
E_aug_5_43_Contrabass,C_aug_6_43_Contrabass
F#_aug_6_74_Recorder,D_aug_64_74_Recorder
C_aug_6_95_Sweep_Pad,E_aug_5_95_Sweep_Pad
D#_aug_6_17_Percussive_Organ,B_aug_64_17_Percussive_Organ
D#_aug_6_17_Percussive_Organ,G_aug_5_17_Percussive_Organ
A_aug_64_81_Sawtooth_Wave_Lead,F_aug_5_81_Sawtooth_Wave_Lead
A_aug_64_65_Alto_Sax,C#_aug_6_65_Alto_Sax
D#_aug_5_7_Clavinet,B_aug_6_7_Clavinet
E_aug_64_46_Orchestral_Harp,G#_aug_6_46_Orchestral_Harp
D_aug_6_46_Orchestral_Harp,F#_aug_5_46_Orchestral_Harp
A#_aug_6_20_Reed_Organ,D_aug_5_20_Reed_Organ
E_aug_5_89_Warm_Pad,C_aug_6_89_Warm_Pad
G#_aug_6_81_Sawtooth_Wave_Lead,E_aug_64_81_Sawtooth_Wave_Lead
A#_aug_64_1_Bright_Acoustic_Piano,D_aug_6_1_Bright_Acoustic_Piano
A#_aug_64_1_Bright_Acoustic_Piano,F#_aug_5_1_Bright_Acoustic_Piano
E_aug_64_17_Percussive_Organ,G#_aug_6_17_Percussive_Organ
B_aug_64_44_Tremolo_Strings,G_aug_5_44_Tremolo_Strings
B_aug_64_44_Tremolo_Strings,D#_aug_6_44_Tremolo_Strings
G#_aug_5_5_Chorused_Piano,E_aug_6_5_Chorused_Piano
G#_aug_5_5_Chorused_Piano,C_aug_64_5_Chorused_Piano
E_aug_6_7_Clavinet,G#_aug_5_7_Clavinet
E_aug_6_7_Clavinet,C_aug_64_7_Clavinet
F_aug_5_93_Metallic_Pad,A_aug_64_93_Metallic_Pad
F_aug_5_93_Metallic_Pad,C#_aug_6_93_Metallic_Pad
C_aug_64_82_Calliope_Lead,E_aug_6_82_Calliope_Lead
C_aug_64_82_Calliope_Lead,G#_aug_5_82_Calliope_Lead
A#_aug_64_42_Cello,F#_aug_5_42_Cello
A#_aug_64_42_Cello,D_aug_6_42_Cello
G_aug_5_48_String_Ensemble_1,D#_aug_6_48_String_Ensemble_1
G_aug_5_48_String_Ensemble_1,B_aug_64_48_String_Ensemble_1
E_aug_5_87_Bass_Lead,C_aug_6_87_Bass_Lead
"A_aug_6_53_Choir_""Ooh""","C#_aug_5_53_Choir_""Ooh"""
B_aug_64_88_New_Age_Pad,D#_aug_6_88_New_Age_Pad
B_aug_64_88_New_Age_Pad,G_aug_5_88_New_Age_Pad
A_aug_6_67_Baritone_Sax,C#_aug_5_67_Baritone_Sax
A_aug_64_13_Xylophone,C#_aug_6_13_Xylophone
A_aug_64_13_Xylophone,F_aug_5_13_Xylophone
F#_aug_5_84_Charang_Lead,A#_aug_64_84_Charang_Lead
F#_aug_5_84_Charang_Lead,D_aug_6_84_Charang_Lead
C#_aug_5_110_Fiddle,A_aug_6_110_Fiddle
B_aug_6_54_Synth_Voice,D#_aug_5_54_Synth_Voice
B_aug_6_4_Rhodes_Piano,D#_aug_5_4_Rhodes_Piano
G_aug_5_76_Bottle_Blow,B_aug_64_76_Bottle_Blow
A_aug_64_62_Synth_Brass_1,C#_aug_6_62_Synth_Brass_1
A_aug_64_62_Synth_Brass_1,F_aug_5_62_Synth_Brass_1
A#_aug_6_93_Metallic_Pad,D_aug_5_93_Metallic_Pad
G#_aug_6_32_Acoustic_Bass,E_aug_64_32_Acoustic_Bass
C_aug_64_4_Rhodes_Piano,G#_aug_5_4_Rhodes_Piano
C_aug_6_34_Plucked_Electric_Bass,E_aug_5_34_Plucked_Electric_Bass
A#_aug_6_90_Polysynth_Pad,D_aug_5_90_Polysynth_Pad
F#_aug_6_87_Bass_Lead,D_aug_64_87_Bass_Lead
C_aug_6_88_New_Age_Pad,E_aug_5_88_New_Age_Pad
D_aug_6_11_Vibraphone,A#_aug_64_11_Vibraphone
D_aug_6_11_Vibraphone,F#_aug_5_11_Vibraphone
C_aug_64_84_Charang_Lead,E_aug_6_84_Charang_Lead
C_aug_64_84_Charang_Lead,G#_aug_5_84_Charang_Lead
D_aug_6_81_Sawtooth_Wave_Lead,F#_aug_5_81_Sawtooth_Wave_Lead
B_aug_64_93_Metallic_Pad,D#_aug_6_93_Metallic_Pad
B_aug_64_93_Metallic_Pad,G_aug_5_93_Metallic_Pad
F_aug_5_71_Clarinet,C#_aug_6_71_Clarinet
F_aug_6_1_Bright_Acoustic_Piano,C#_aug_64_1_Bright_Acoustic_Piano
C#_aug_5_29_Overdriven_Guitar,A_aug_6_29_Overdriven_Guitar
A#_aug_64_110_Fiddle,D_aug_6_110_Fiddle
A_aug_6_94_Halo_Pad,C#_aug_5_94_Halo_Pad
D#_aug_5_57_Trombone,B_aug_6_57_Trombone
D#_aug_6_85_Voice_Lead,B_aug_64_85_Voice_Lead
D#_aug_6_85_Voice_Lead,G_aug_5_85_Voice_Lead
F_aug_6_71_Clarinet,C#_aug_64_71_Clarinet
"F#_aug_5_53_Choir_""Ooh""","D_aug_6_53_Choir_""Ooh"""
"F#_aug_5_53_Choir_""Ooh""","A#_aug_64_53_Choir_""Ooh"""
E_aug_6_107_Koto,C_aug_64_107_Koto
E_aug_5_59_Muted_Trumpet,C_aug_6_59_Muted_Trumpet
A_aug_6_1_Bright_Acoustic_Piano,C#_aug_5_1_Bright_Acoustic_Piano
G#_aug_6_24_Acoustic_Nylon_Guitar,E_aug_64_24_Acoustic_Nylon_Guitar
A#_aug_6_104_Sitar,D_aug_5_104_Sitar
E_aug_5_69_English_Horn,C_aug_6_69_English_Horn
G_aug_5_42_Cello,B_aug_64_42_Cello
G_aug_5_42_Cello,D#_aug_6_42_Cello
F#_aug_5_3_Honky-tonk_Piano,A#_aug_64_3_Honky-tonk_Piano
F#_aug_5_3_Honky-tonk_Piano,D_aug_6_3_Honky-tonk_Piano
G#_aug_6_59_Muted_Trumpet,E_aug_64_59_Muted_Trumpet
G#_aug_6_19_Church_Organ,E_aug_64_19_Church_Organ
D_aug_6_67_Baritone_Sax,F#_aug_5_67_Baritone_Sax
D_aug_6_67_Baritone_Sax,A#_aug_64_67_Baritone_Sax
C#_aug_64_36_Slap_Bass_1,F_aug_6_36_Slap_Bass_1
F_aug_6_94_Halo_Pad,C#_aug_64_94_Halo_Pad
A#_aug_64_76_Bottle_Blow,F#_aug_5_76_Bottle_Blow
A#_aug_64_76_Bottle_Blow,D_aug_6_76_Bottle_Blow
F#_aug_5_50_Synth_Strings_1,D_aug_6_50_Synth_Strings_1
F#_aug_5_50_Synth_Strings_1,A#_aug_64_50_Synth_Strings_1
D#_aug_6_75_Pan_Flute,B_aug_64_75_Pan_Flute
A#_aug_6_49_String_Ensemble_2,D_aug_5_49_String_Ensemble_2
D#_aug_64_26_Electric_Jazz_Guitar,G_aug_6_26_Electric_Jazz_Guitar
D#_aug_5_19_Church_Organ,B_aug_6_19_Church_Organ
D#_aug_5_71_Clarinet,B_aug_6_71_Clarinet
F_aug_5_94_Halo_Pad,A_aug_64_94_Halo_Pad
F_aug_5_94_Halo_Pad,C#_aug_6_94_Halo_Pad
D#_aug_6_72_Piccolo,B_aug_64_72_Piccolo
B_aug_64_105_Banjo,D#_aug_6_105_Banjo
B_aug_64_105_Banjo,G_aug_5_105_Banjo
A#_aug_64_107_Koto,D_aug_6_107_Koto
A#_aug_64_107_Koto,F#_aug_5_107_Koto
D#_aug_6_73_Flute,B_aug_64_73_Flute
E_aug_5_44_Tremolo_Strings,C_aug_6_44_Tremolo_Strings
G#_aug_6_89_Warm_Pad,E_aug_64_89_Warm_Pad
D#_aug_64_24_Acoustic_Nylon_Guitar,G_aug_6_24_Acoustic_Nylon_Guitar
F_aug_5_38_Synth_Bass_1,C#_aug_6_38_Synth_Bass_1
B_aug_6_39_Synth_Bass_2,D#_aug_5_39_Synth_Bass_2
C_aug_6_60_French_Horn,E_aug_5_60_French_Horn
G_aug_6_6_Harpsichord,D#_aug_64_6_Harpsichord
A#_aug_64_6_Harpsichord,D_aug_6_6_Harpsichord
A#_aug_64_6_Harpsichord,F#_aug_5_6_Harpsichord
